cell ID,displacement,force
10,22.12303,0.593011
10,22.73003,0.606996
10,23.27393,0.62248
10,23.87253,0.637463
10,24.06593,0.657941
10,23.99023,0.680917
10,24.74363,0.691905
10,24.69413,0.712882
10,25.19693,0.726867
10,25.35753,0.745347
10,25.28033,0.765825
10,24.74943,0.790798
10,25.37123,0.803285
10,26.41083,0.813773
10,26.58883,0.833752
10,26.16613,0.859225
10,26.48013,0.876206
10,26.75133,0.894187
10,27.04033,0.911169
10,27.02333,0.930648
10,26.55463,0.954122
10,26.37483,0.976099
10,27.13463,0.990084
